agi,balnce,exempt,wages,agir1,year,taxba
74200,-831,6600,57340,25,2006,7281
61440,-2504,3300,44570,25,2006,7889
60660,-9876,3300,69910,25,2006,3609
12340,-403,3300,12460,13,2006,388
25380,-3125,6600,23880,22,2006,1146
59000,-657,6600,58940,25,2006,4214
26400,-4488,9900,26430,22,2006,898
128000,-1520,6600,137400,27,2006,18930
66750,-6635,16500,54390,25,2006,4574
10320,-3536,6600,10270,11,2006,0
26910,-867,3300,26980,22,2006,2394
29650,-1138,3300,29970,22,2006,2806
3388,-628,3300,1761,4,2006,0
66070,-3504,9900,63720,25,2006,6126
45510,-2854,3300,45310,24,2006,4489
27380,-1544,3300,26680,22,2006,2461
0,-40,6600,0,0,2006,0
32440,-861,3300,32350,23,2006,3219
30920,-246,6600,20770,23,2006,1093
48280,-936,6600,0,24,2006,3646
10430,-606,3300,10400,11,2006,0
19730,-1843,6600,8298,20,2006,84
6553,-1248,3300,9572,7,2006,0
175700,-2720,19800,173600,27,2006,20860
168400,-4403,9900,174200,27,2006,32060
151800,-5234,13200,150400,27,2006,19610
9824,-2787,6600,9777,10,2006,0
25180,-192,3300,18270,22,2006,1906
75220,-3681,9900,73780,26,2006,9614
6009,-66,3300,7240,7,2006,0
108200,-8200,9900,69020,27,2006,14410
54870,-4830,19800,41290,25,2006,2586
25710,-1657,9900,6687,22,2006,0
233700,-13520,21870,237300,28,2006,39960
114500,-9262,9900,114300,27,2006,11560
23130,-3088,6600,20210,21,2006,898
50160,-3970,13200,49800,25,2006,3876
69680,-1401,6600,58710,25,2006,7011
117000,-21020,23100,137000,27,2006,2245
47310,-764,3300,47390,24,2006,6276
78150,-1357,13200,78070,26,2006,7169
34870,-2971,6600,21140,23,2006,683
24890,-5943,9900,21140,21,2006,46
105200,-1645,13200,104300,27,2006,12710
64520,-1924,9900,65070,25,2006,5376
24620,-593,3300,24640,21,2006,2049
48160,-4641,9900,39490,24,2006,3299
41030,-1423,13200,40750,24,2006,2504
59860,-4043,16500,57050,25,2006,3966
67530,-3298,6600,32330,25,2006,1874
96590,-5360,16500,97950,26,2006,8384
105300,-5477,13200,60250,27,2006,13130
36090,-516,6600,31430,23,2006,2751
24900,-2449,6600,25030,21,2006,1073
29170,-1218,6600,23510,22,2006,1716
99730,-2257,6600,3830,26,2006,10450
11120,-1144,3300,15310,12,2006,266
16820,-1413,3300,5437,17,2006,804
52820,-4040,6600,56910,25,2006,3936
22210,-3301,9900,22210,21,2006,478
73220,-3450,6600,71670,25,2006,6051
27470,-4730,19800,26300,22,2006,0
64450,-6376,16500,62030,25,2006,2714
13060,-747,3300,9261,14,2006,333
178600,-6642,2772,172000,27,2006,39990
27980,-5911,16500,27910,22,2006,0
57740,-2406,6600,57900,25,2006,5369
120800,-6499,16500,127200,27,2006,10270
73800,-2367,6600,56450,25,2006,5316
59410,-1613,13200,59340,25,2006,4499
40200,-1571,13200,33340,24,2006,1103
30650,-2491,3300,30270,23,2006,1596
32380,-2953,13200,33390,23,2006,0
57830,-5372,13200,57760,25,2006,2594
9891,-3195,3300,8258,10,2006,144
45610,-3847,6600,42570,24,2006,2091
13310,-3408,6600,13220,14,2006,0
18540,-727,9900,836,19,2006,0
80010,-7189,13200,79030,26,2006,5699
31860,-3399,9900,31920,23,2006,1154
64460,-4113,16500,26120,25,2006,3524
135900,-5470,9900,131600,27,2006,19100
19310,-1304,3300,0,20,2006,1066
49030,-2646,6600,49450,24,2006,5876
13180,-3070,6600,13180,14,2006,0
14790,-4918,9900,11080,15,2006,0
13960,-856,3300,907,14,2006,428
78410,-2740,6600,46890,26,2006,6524
53260,-4606,6600,42200,25,2006,3456
64930,-2058,6600,64920,25,2006,6374
106500,-1370,9900,104700,27,2006,12710
42610,-1404,6600,13500,24,2006,3104
34820,-3499,13200,34490,23,2006,1133
26480,-2243,6600,26470,22,2006,988
111100,-12050,13200,107600,27,2006,7754
37500,-3140,6600,37170,23,2006,2339
25650,-3139,6600,30880,22,2006,873
180100,-1038,6600,174200,27,2006,32520
101700,-14780,16500,101500,27,2006,6336
61220,-8756,16500,63230,25,2006,1090
161600,-1069,6600,134100,27,2006,29200
5889,-1435,6600,3633,6,2006,0
30850,-1045,3300,30580,23,2006,2979
16680,-5708,9900,16700,17,2006,0
12500,-3410,6600,11770,13,2006,0
55350,-645,6600,50850,25,2006,5009
186700,-3303,19800,179900,27,2006,23780
24230,-4377,13200,24220,21,2006,588
62910,-1300,9900,62860,25,2006,5654
17860,-2224,6600,15330,18,2006,373
59800,-2742,6600,37680,25,2006,5684
58090,-3642,9900,59010,25,2006,4926
4962,-1281,6600,3549,5,2006,0
23440,-5073,13200,13470,21,2006,0
5629,-2176,9900,3339,6,2006,0
60750,-6039,9900,60210,25,2006,5204
55850,-2324,3300,56020,25,2006,7776
38460,-4117,3300,38320,23,2006,1869
58310,-5005,13200,57940,25,2006,4109
18570,-4264,6600,18570,19,2006,683
59610,-7061,23100,47760,25,2006,2961
48110,-4997,16500,45710,24,2006,2444
13040,-533,3300,13000,14,2006,458
36870,-785,3300,37820,23,2006,3886
3177,-30,3300,0,4,2006,0
12870,-88,3300,0,13,2006,0
32600,-718,3300,28200,23,2006,2721
162100,-2841,9900,163400,27,2006,23050
38620,-1950,6600,0,23,2006,1928
42220,-3159,6600,42530,24,2006,3044
33620,-419,6600,27220,23,2006,1754
24220,-2921,6600,24220,21,2006,1008
3489,-1628,9900,3409,4,2006,0
9658,-4030,9900,9612,10,2006,0
1317,-532,6600,1134,2,2006,0
25480,-4497,9900,16150,22,2006,803
78620,-5275,13200,78430,26,2006,7514
28560,-2436,3300,28410,22,2006,2641
33190,-2329,9900,33390,23,2006,808
40290,-2064,3300,40420,24,2006,4194
105900,-2412,6600,105800,27,2006,14910
46790,-1026,3300,42310,24,2006,5589
68390,-3885,9900,68750,25,2006,4596
10660,-893,3300,10650,11,2006,221
11310,-3622,16500,5069,12,2006,0
43210,-2655,3300,33270,24,2006,5251
26550,-5257,13200,24560,22,2006,0
12850,-1532,6600,4505,13,2006,0
64770,-3206,3300,61570,25,2006,8651
84550,-2058,9900,84540,26,2006,8809
72040,-4238,13200,71190,25,2006,5136
79660,-4084,6600,79640,26,2006,7514
33650,-4779,6600,3491,23,2006,1754
48880,-2022,13200,48910,24,2006,1383
37840,-1935,13200,26490,23,2006,1433
123200,-6083,9900,115100,27,2006,13400
6752,-2981,9900,6743,7,2006,0
73640,-4289,9900,75310,25,2006,5001
20270,-1020,3300,20240,21,2006,1396
88920,-4641,9900,88210,26,2006,8196
31250,-1997,3300,35910,23,2006,2071
21640,-1100,3300,0,21,2006,916
68680,-4133,13200,69020,25,2006,5706
7690,-3549,9900,7668,8,2006,0
14400,-3863,6600,14450,15,2006,24
58600,-341,3300,0,25,2006,8489
51620,-4791,23100,31570,25,2006,1979
72850,-2506,13200,73000,25,2006,6644
50840,-1615,13200,44520,25,2006,3974
21460,-5610,9900,21290,21,2006,403
44100,-1547,6600,39470,24,2006,3329
50340,-6457,3300,50270,25,2006,4679
71790,-3046,3300,71310,25,2006,10510
70080,-2955,6600,71400,25,2006,7221
157100,-3350,9900,161100,27,2006,22820
90470,-4774,6600,90610,26,2006,9234
56690,-1162,6600,58040,25,2006,5982
8072,-5245,13200,30270,9,2006,0
34910,-5369,19800,36760,23,2006,294
168800,-424,16500,154700,27,2006,23710
51600,-4302,16500,52010,25,2006,2969
37030,-2197,6600,36450,23,2006,2894
11310,-5673,9900,11060,12,2006,0
28290,-4816,13200,27830,22,2006,478
84770,-5376,3300,84020,26,2006,10800
42130,-1499,6600,31850,24,2006,2039
69620,-2731,3300,72080,25,2006,10410
38470,-1882,3300,38450,23,2006,3606
28200,-1293,3300,27870,22,2006,1936
9431,-1057,3300,9488,10,2006,99
89750,-4042,6600,89740,26,2006,11330
38320,-4207,9900,19400,23,2006,2594
40030,-2532,6600,37320,24,2006,4414
43170,-2123,3300,43350,24,2006,4289
39300,-2993,3300,38540,23,2006,2251
43260,-3508,16500,42930,24,2006,1559
22320,-3589,6600,27020,21,2006,313
78600,-3238,6600,79040,26,2006,8546
725,-44,3300,4709,1,2006,0
11750,-2890,9900,160,12,2006,0
14550,-3928,9900,5600,15,2006,0
5749,-350,0,6583,6,2006,59
44680,-4371,6600,478,24,2006,3141
75670,-10020,6600,69180,26,2006,6351
111400,-152,6600,107800,27,2006,16750
63320,-4539,6600,62460,25,2006,7314
101700,-2657,9900,87320,27,2006,8584
21970,-3753,6600,24670,21,2006,783
63480,-819,13200,64340,25,2006,4881
46370,-1625,3300,46880,24,2006,6039
6300,-193,3300,3134,7,2006,0
73470,-1334,6600,63840,25,2006,10190
69190,-4167,6600,61820,25,2006,7058
5130,-2027,16500,5052,6,2006,0
11090,-416,3300,0,12,2006,139
64680,-6106,13200,49310,25,2006,4791
119500,-2528,6600,72130,27,2006,17080
58540,-5064,6600,55590,25,2006,4199
3934,-637,3300,7930,4,2006,0
86220,-3144,9900,78860,26,2006,8406
-2870,-93,9900,134,0,2006,0
13160,-3898,6600,11040,14,2006,0
135700,-5037,6600,135500,27,2006,20510
25450,-5385,9900,21450,22,2006,803
25120,-683,3300,17950,22,2006,1929
12030,-400,6600,0,13,2006,0
30280,-2163,6600,885,23,2006,1338
36640,-1709,3300,36600,23,2006,2589
17430,-4914,6600,17480,18,2006,328
39640,-1642,13200,39760,23,2006,1153
80410,-2994,6600,20770,26,2006,8996
27900,-3266,6600,25610,22,2006,0
81410,-4272,16500,77040,26,2006,5909
53360,-2809,13200,53020,25,2006,3726
137300,-2519,16500,71760,27,2006,20130
7634,-884,3300,7626,8,2006,0
2157,-1060,9900,1999,3,2006,0
134600,-7350,6600,53160,27,2006,21000
14670,-1353,13200,2994,15,2006,0
230800,-5158,15840,227600,28,2006,40940
10480,-4355,13200,10200,11,2006,0
7426,-580,3300,7773,8,2006,0
85240,-3306,3300,67490,26,2006,14040
19760,-1513,13200,19720,20,2006,0
54800,-3019,6600,54800,25,2006,4926
30940,-911,3300,30930,23,2006,2994
28290,-975,3300,28290,22,2006,2596
6904,-436,0,6896,7,2006,176
9156,-461,3300,9182,10,2006,71
15910,-616,3300,15980,16,2006,748
4774,-389,0,4845,5,2006,0
4177,-264,0,4194,5,2006,0
21150,-870,3300,21150,21,2006,1524
13320,-759,3300,13270,14,2006,488
28010,-1382,3300,28390,22,2006,2559
0,-30,3300,0,0,2006,0
0,-30,3300,0,0,2006,0
0,-30,3300,0,0,2006,0
17360,-3374,6600,17350,18,2006,323
46540,-3869,19800,46570,24,2006,1709
26050,-913,3300,26010,22,2006,2259
13590,-5211,9900,13580,14,2006,0
42140,-3062,9900,43210,24,2006,3164
23080,-1020,6600,0,21,2006,418
55030,-970,6600,38920,25,2006,4964
20680,-859,3300,20490,21,2006,1446
22580,-3555,6600,22570,21,2006,843
12090,-5839,23100,11480,13,2006,0
102000,-1806,6600,102100,27,2006,14400
98790,-2499,6600,98440,26,2006,13330
34490,-2966,16500,34650,23,2006,768
38520,-1889,6600,38570,23,2006,2489
14060,-4506,6600,14090,15,2006,0
136600,8209,16000,66260,27,2006,18740
834600,-1981,0,0,29,2006,244300
17200,-622,6600,17490,18,2006,31
20600,-697,3300,20740,21,2006,1449
22450,-2210,3300,21000,21,2006,1636
80570,-2902,3300,76720,26,2006,14550
32070,-1365,3300,31450,23,2006,2289
386100,58350,0,98880,28,2006,71860
5041,0,6200,0,6,2006,0
19250,-2000,12800,0,20,2006,0
5003000,-494600,0,609100,33,2006,965800
670600,-6955,0,326800,29,2006,170400
-1419,0,3200,13700,0,2006,0
12670,0,16000,78040,13,2006,240
229200,-14,11520,334500,28,2006,47370
227300,-1102,5888,261600,28,2006,42980
43430,-1290,3200,75120,24,2006,5809
71110,-6010,3200,102900,25,2006,9509
142300,-65,3200,162800,27,2006,25640
195200,-30390,16000,251100,27,2006,33410
663100,-62600,0,695700,29,2006,186500
233100,-10060,8448,485600,28,2006,43790
120500,0,6400,159800,27,2006,20040
856700,0,0,624600,29,2006,188700
152900,-5726,12800,126300,27,2006,25490
280100,-841,4800,242600,28,2006,63150
324700,-2789,896,361700,28,2006,78000
1374000,-83900,0,1878000,30,2006,464400
236800,-25790,5376,338800,28,2006,53010
9528000,-264900,0,10370000,33,2006,3060000
153400,-188,16000,171200,27,2006,22470
98680,-1479,12800,187700,26,2006,12300
234800,-5527,896,249200,28,2006,49740
137900,-10210,6400,229400,27,2006,23740
1065000,-201,0,1163000,30,2006,341800
249700,-20660,7104,139300,28,2006,55640
316100,-270,1408,332200,28,2006,79870
114400,-7309,12800,136900,27,2006,15540
29560,0,9900,33200,22,2006,2910
221300,7155,12540,289100,28,2006,39350
23920,-160,9600,132500,21,2006,1034
1084000,-4336,0,990200,30,2006,323600
93800,-7139,19200,116200,26,2006,6901
215400,0,12800,300100,28,2006,42060
124200,-2827,16000,155000,27,2006,13690
12200000,-145300,0,227800,34,2006,1618000
8398,0,3300,54060,9,2006,0
301200,62980,3264,341500,28,2006,74020
420500,-36290,0,430100,28,2006,112300
734700,-7194,0,809100,29,2006,209000
348800,-4748,0,409500,28,2006,84240
127800,2445,9300,0,27,2006,23770
240200,60890,768,309400,28,2006,58620
162000,2986,2752,167600,27,2006,34790
363000,2843,0,363700,28,2006,92610
188500,10740,12800,284100,27,2006,36150
0,0,3200,45430,0,2006,0
44120,0,3100,8826,24,2006,3824
11300,-576,19200,158400,12,2006,0
270100,6766,11140,362700,28,2006,59800
214300,11670,12800,212100,28,2006,35750
595800,11560,0,624300,29,2006,171700
169700,-6424,16000,235300,27,2006,23860
175200,0,12800,203000,27,2006,27770
421400,-7441,0,464600,28,2006,104300
55550,0,6400,198800,25,2006,5146
-10910,-39100,0,209100,0,2006,0
41590,684,9600,107300,24,2006,1763
18700,-1659,9600,0,19,2006,181
13140,-4365,9900,9847,14,2006,0
55890,505,12800,37340,25,2006,4231
8923,-1441,9900,0,9,2006,0
8922,-1391,6600,0,9,2006,0
51200,-1762,12800,48970,25,2006,3526
55530,-7574,13200,79640,25,2006,3291
5069,195,6400,1253,6,2006,0
8827,-1612,6200,1778,9,2006,0
14370,-3414,6600,0,15,2006,0
40770,-2292,9900,41610,24,2006,2331
160000,5064,6400,33520,27,2006,5071
26760,1309,9600,0,22,2006,988
369300,4111,0,217500,28,2006,96280
2897000,34890,0,2757000,32,2006,789800
61890,-3870,13200,78060,25,2006,5748
12030,-1126,3300,92760,13,2006,994
22660,-15740,3300,104000,21,2006,3990
23710,-8221,16500,86210,21,2006,0
103900,-23540,9900,183100,27,2006,22190
47580,-2247,9900,50090,24,2006,3410
26070,-2525,3300,109400,22,2006,4927
49550,-105,9900,44790,24,2006,4198
50260,-2731,16500,89740,25,2006,2580
123300,-16000,6600,96350,27,2006,18720
80830,-8236,13200,125100,26,2006,12590
10590,-682,9900,96120,11,2006,0
47210,-4463,16500,116400,24,2006,5096
84140,-16790,13200,163700,26,2006,7534
33370,-2200,3300,82920,23,2006,2870
45100,-9093,13200,101600,24,2006,3737
89550,-8062,6600,137600,26,2006,20900
63560,-17330,19800,152200,25,2006,5341
31450,-11830,16500,84590,23,2006,698
104100,-14400,13200,178700,27,2006,19820
11060,-11160,13200,93530,12,2006,0
24100,-1845,9900,107100,21,2006,0
7019,-1857,6600,84500,8,2006,0
0,-3103,19800,40570,0,2006,0
0,-2471,13200,32060,0,2006,0
0,-1539,16500,20290,0,2006,0
0,-1632,16500,19110,0,2006,0
9951,-3238,6600,10500,10,2006,0
15140,-6447,9900,15120,16,2006,0
21130,-2731,6600,20920,21,2006,698
15320,-4398,9900,15580,16,2006,0
83140,-4777,9900,83180,26,2006,8846
509,-229,9900,529,1,2006,0
20510,-1481,6600,13160,21,2006,261
18920,-3762,6600,19060,19,2006,478
4931,-1715,6600,4961,5,2006,0
17010,-4403,13200,17450,18,2006,0
17600,-1346,16500,17230,18,2006,0
5103,-1939,6600,5083,6,2006,0
24130,-3243,6600,24130,21,2006,998
8674,-3372,6600,8672,9,2006,0
31610,-1178,6600,25880,23,2006,1896
14290,-5854,9900,14320,15,2006,0
26050,-6364,13200,25980,22,2006,256
15830,-5174,9900,15840,16,2006,79
28130,-3072,6600,28100,22,2006,2079
33810,-3530,9900,33090,23,2006,1919
103800,-2496,6600,103800,27,2006,14830
12780,-6502,9900,27040,13,2006,0
15730,-6501,9900,15750,16,2006,0
2201,-344,3300,1735,3,2006,0
52900,-6280,6600,52840,25,2006,4266
14750,-5653,9900,12060,15,2006,0
37720,-2350,3300,37140,23,2006,3481
32890,-5360,13200,32860,23,2006,938
59760,-455,6600,54640,25,2006,4514
29220,-6093,13200,29250,22,2006,573
25270,-1379,6600,24950,22,2006,1651
10750,-3235,9900,3421,11,2006,0
80710,-4618,26400,80690,26,2006,5849
23280,-2595,3300,20640,21,2006,1846
4401,-1680,9900,2676,5,2006,0
18630,-3618,9900,15340,19,2006,0
142200,-817,16500,201500,27,2006,17130
23880,-5194,13200,27850,21,2006,39
138000,-1103,9900,76290,27,2006,20100
11320,-3699,9900,5272,12,2006,0
79210,-4540,6600,55450,26,2006,8696
97160,-4183,16500,90740,26,2006,8039
24880,-6621,26400,24930,21,2006,0
64890,-5414,13200,73010,25,2006,3366
18220,-4921,16500,18120,19,2006,0
77980,-1246,6600,69880,26,2006,10380
27950,-5486,9900,28140,22,2006,1048
38970,-3032,3300,39150,23,2006,2686
147700,-4232,3300,152300,27,2006,29070
15870,-3650,9900,12900,16,2006,0
12020,-4808,13200,11530,13,2006,0
-1219,-1922,3300,2787,0,2006,0
179100,-7545,16500,180700,27,2006,32050
31590,-1302,6600,6547,23,2006,2009
-76600,-4087,6600,28100,0,2006,0
31330,-1054,9900,31330,23,2006,1544
10180,-1625,9900,1137,11,2006,0
23930,-1679,6600,23530,21,2006,978
69860,-3901,13200,67490,25,2006,6167
104200,-6164,6600,107200,27,2006,12040
86170,-1368,9900,86420,26,2006,9298
16500,-1532,3300,16800,17,2006,383
34720,-4017,13200,34800,23,2006,1326
44540,-3023,9900,44460,24,2006,2429
36550,-2263,3300,36530,23,2006,3226
47820,-4936,6600,74060,24,2006,3629
32180,-1029,3300,32320,23,2006,2656
30330,-1329,6600,22980,23,2006,1343
35900,-2000,9900,33080,23,2006,1604
8929,-3553,9900,8647,9,2006,0
26880,-3730,6600,26810,22,2006,1371
171000,-12720,19800,175800,27,2006,18610
19060,-6228,9900,18370,20,2006,0
142400,-15700,9900,174700,27,2006,21720
50860,-3007,16500,50560,25,2006,2549
24950,-4310,16500,14820,21,2006,0
2484,-30,3300,0,3,2006,0
31860,-2556,3300,31890,23,2006,2604
12900,-4684,9900,10880,13,2006,0
35220,-1972,9900,35960,23,2006,1574
46800,-2163,9900,34570,24,2006,2503
53530,-7288,16500,54610,25,2006,2541
8230,-3388,9900,8294,9,2006,0
9476,-2361,9900,3449,10,2006,0
16830,-1245,13200,2589,17,2006,0
14000,-4586,9900,14030,14,2006,0
6433,-3038,9900,6348,7,2006,0
29120,-2714,6600,26180,22,2006,1709
17470,-876,3300,17540,18,2006,976
31580,-1740,6600,31540,23,2006,1468
4153,-412,3300,4148,5,2006,0
20870,-850,3300,20930,21,2006,1486
4688,-521,3300,4664,5,2006,0
16590,-424,3300,16590,17,2006,841
5824,-412,3300,5819,6,2006,0
13620,-958,3300,13670,14,2006,518
7823,-1096,3300,7917,8,2006,0
22510,-933,3300,22510,21,2006,1734
1156,-61,0,1057,2,2006,0
20860,-527,3300,17950,21,2006,1486
8643,-1196,3300,8639,9,2006,19
48870,-1339,6600,44460,24,2006,4041
18530,-1001,3300,18490,19,2006,1134
92150,-224,3300,91770,26,2006,17780
5960,-929,3300,5954,6,2006,0
5172,-443,3300,5154,6,2006,0
13320,-422,3300,13350,14,2006,488
34040,-331,3300,34020,23,2006,3459
7515,-775,3300,7447,8,2006,0
6156,-338,0,6208,7,2006,101
44660,-1643,3300,44110,24,2006,5614
36740,-1248,3300,36330,23,2006,3864
35330,-1071,3300,35330,23,2006,3654
15400,-1018,3300,15410,16,2006,693
53950,-1962,6600,53790,25,2006,4799
23680,-1366,3300,23640,21,2006,1906
32940,-2287,3300,32950,23,2006,3294
10570,-597,3300,10600,11,2006,211
22190,-1049,3300,22290,21,2006,1681
10870,-553,3300,10880,11,2006,241
7911,-695,3300,7898,8,2006,0
41310,-623,3300,41390,24,2006,4776
9231,-252,0,9312,10,2006,408
32940,-1147,3300,32950,23,2006,3294
12840,-333,3300,12910,13,2006,438
59090,-1630,3300,59010,25,2006,9214
67980,-805,3300,66730,25,2006,11440
3262,-220,0,3282,4,2006,0
1144,-76,3300,1156,2,2006,0
37710,-567,3300,38620,23,2006,4014
33760,-2121,3300,33760,23,2006,3421
13220,-774,3300,13010,14,2006,478
11770,-646,3300,10500,12,2006,333
26710,-566,3300,26720,22,2006,2364
5297,-410,3300,5286,6,2006,0
6647,-399,3300,6658,7,2006,0
10930,-610,3300,10920,11,2006,249
1188,-75,3300,1190,2,2006,0
17210,-804,3300,17200,18,2006,939
10210,-321,3300,10160,11,2006,176
37900,-2792,3300,37920,23,2006,4036
2944,-488,3300,2956,3,2006,0
1524,-48,3300,1470,2,2006,0
6266,-186,3300,6102,7,2006,0
5870,-448,3300,5866,6,2006,0
5272,-292,0,5286,6,2006,11
1143,-86,3300,1135,2,2006,0
3539,-190,0,3307,4,2006,0
3323,-213,0,3293,4,2006,0
3184,-332,3300,3284,4,2006,0
21450,-689,3300,21880,21,2006,1576
30680,-954,3300,30920,23,2006,2956
0,-30,3300,0,0,2006,0
12120,-4194,6600,12090,13,2006,0
28490,-2786,13200,28570,22,2006,1141
36130,-8317,19800,36060,23,2006,878
23790,-2935,6600,23900,21,2006,963
36580,-1164,13200,36980,23,2006,1308
19790,-5475,13200,19730,20,2006,0
74360,-2245,13200,78660,25,2006,6876
62470,-3241,9900,62110,25,2006,5586
21210,-5678,16500,19200,21,2006,0
8283,-3413,13200,8443,9,2006,0
23230,-5595,13200,20830,21,2006,0
49730,-3720,6600,49030,24,2006,4799
20550,-3722,6600,16630,21,2006,638
18070,-5900,9900,18100,19,2006,61
32170,-1055,3300,32910,23,2006,3181
6630,-3194,9900,6721,7,2006,0
1704,-824,9900,1695,2,2006,0
42970,-5204,13200,43040,24,2006,2166
13000,-5038,9900,12660,13,2006,0
16640,-1101,3300,16610,17,2006,693
18720,-965,3300,18760,19,2006,1164
22000,-4634,6600,22060,21,2006,788
53450,-8365,23100,53090,25,2006,2249
12700,-5097,13200,12620,13,2006,0
36900,-1928,6600,15170,23,2006,2879
59070,-679,9900,58820,25,2006,4926
3747,-1432,6600,3739,4,2006,0
30220,-1200,3300,29900,23,2006,2889
21710,-5987,9900,21730,21,2006,668
20900,-5956,13200,22000,21,2006,0
17230,-6785,9900,17230,18,2006,0
39590,-2094,13200,39830,23,2006,1656
49320,-3586,6600,49340,24,2006,4109
70510,-798,6600,37180,25,2006,7289
36270,-896,3300,29020,23,2006,3796
33780,-1520,3300,34210,23,2006,3421
29230,-942,3300,29740,22,2006,2739
30510,-1711,6600,25790,23,2006,1163
27070,-744,3300,28470,22,2006,2416
37660,-3675,16500,29360,23,2006,1088
16980,-6264,9900,17040,17,2006,0
47050,-5092,16500,47050,24,2006,2286
21950,-4126,9900,21880,21,2006,453
18960,-3379,6600,18980,19,2006,483
8741,-3501,6600,8647,9,2006,0
22720,-7611,13200,22750,21,2006,0
18390,-5107,9900,10790,19,2006,94
5008,-1809,9900,5181,6,2006,0
37780,-2624,6600,37460,23,2006,3006
9590,-3123,9900,9762,10,2006,0
10360,-4479,13200,10390,11,2006,0
7256,-3070,13200,7475,8,2006,0
7230,-822,3300,6721,8,2006,0
21500,-2416,6600,21610,21,2006,458
69950,-2892,16500,69930,25,2006,5714
21500,-1306,6600,21720,21,2006,363
30310,-5596,9900,30340,23,2006,1394
24360,-1885,6600,24330,21,2006,1023
11970,-3530,6600,11900,12,2006,0
9616,-4394,9900,9644,10,2006,0
67190,-5140,13200,67190,25,2006,5796
25070,-6651,9900,25290,22,2006,763
24070,-3583,6600,25150,21,2006,993
12130,-3237,6600,12210,13,2006,0
17180,-4424,6600,17130,18,2006,303
2828,-434,3300,0,3,2006,0
14020,-1069,6600,1137,15,2006,0
7176,-1635,16500,3128,8,2006,0
2110,-766,6600,2052,3,2006,0
17710,-4237,6600,17740,18,2006,358
39050,-5278,9900,39070,23,2006,2699
27210,-6963,13200,27110,22,2006,648
37470,-3320,6600,37280,23,2006,3481
15490,-4114,6600,15640,16,2006,373
35480,-5061,9900,35320,23,2006,2166
16140,-1634,3300,16160,17,2006,774
41800,-6240,16500,41700,24,2006,1498
12970,-632,3300,13400,13,2006,453
13730,-6249,9900,13760,14,2006,0
9326,-4053,13200,9375,10,2006,0
24320,-2511,6600,24200,21,2006,643
6963,-57,3300,4250,7,2006,0
6586,-2685,6600,6603,7,2006,0
82930,-1583,3300,82020,26,2006,15190
19190,-3899,6600,19370,20,2006,503
41300,-2446,13200,41340,24,2006,1919
15820,-6153,6600,15200,16,2006,166
22500,-7205,13200,22660,21,2006,176
12970,-686,3300,13080,13,2006,453
15050,-4354,6600,14870,16,2006,91
32680,-1382,9900,32980,23,2006,1248
36910,-3738,23100,36860,23,2006,353
13020,-2558,9900,8127,14,2006,0
31090,-7230,13200,28720,23,2006,751
16870,-5201,9900,16770,17,2006,0
72250,-4285,9900,72250,25,2006,7056
55640,-672,6600,37910,25,2006,5054
7508,-4101,9900,7675,8,2006,0
4950,-1717,9900,4921,5,2006,0
3955,-1492,6600,3921,4,2006,0
61480,-1500,13200,60920,25,2006,4941
16120,-4735,6600,16490,17,2006,438
18260,-4155,6600,17960,19,2006,413
9686,-912,3300,9679,10,2006,124
85670,-2410,13200,85600,26,2006,8659
23240,-3395,6600,22980,21,2006,908
37680,-822,9900,37650,23,2006,1866
4101,-1778,6600,4122,5,2006,0
15060,-1085,6600,15180,16,2006,91
7004,-2764,6600,6974,8,2006,0
49800,-2884,6600,49770,24,2006,4184
15740,-5695,13200,15390,16,2006,0
10240,-3259,6600,10220,11,2006,0
21960,-1844,9900,21720,21,2006,453
42230,-3744,13200,42330,24,2006,2054
31720,-2439,9900,31650,23,2006,1604
18950,-1503,9900,19400,19,2006,151
7501,-3351,9900,7489,8,2006,0
9559,-3310,6600,9521,10,2006,0
25880,-5392,16500,25960,22,2006,184
17850,-4837,6600,17850,18,2006,373
20280,-5974,9900,20280,21,2006,523
21330,-2447,6600,21310,21,2006,718
19780,-757,3300,19780,20,2006,1321
5298,-284,0,5276,6,2006,14
24080,-1956,6600,24050,21,2006,993
63070,-7891,26400,63020,25,2006,3201
6453,-2759,9900,6464,7,2006,0
18900,-3891,6600,18910,19,2006,478
12430,-4800,6600,10710,13,2006,69
31900,-5367,9900,31970,23,2006,1634
8752,-3418,6600,8753,9,2006,0
20030,-1845,13200,20050,21,2006,0
14880,-4746,9900,10310,15,2006,0
42430,-2809,13200,30600,24,2006,2084
58790,-2838,9900,43780,25,2006,5031
36620,-2434,13200,36730,23,2006,1313
16470,-3804,3300,16630,17,2006,563
41760,-5342,13200,41770,24,2006,2616
28230,-3188,6600,28140,22,2006,1574
51970,-4350,6600,51920,25,2006,5136
7126,-2782,6600,7125,8,2006,0
21040,-2812,6600,21060,21,2006,688
12410,-351,3300,12900,13,2006,398
31300,-1828,6600,31330,23,2006,1438
19160,-1466,16500,19200,20,2006,0
19280,-405,3300,19370,20,2006,1246
21180,-2203,3300,21190,21,2006,1531
9351,-3286,6600,7982,10,2006,0
28540,-2272,6600,28470,22,2006,1619
5038,-562,3300,3864,6,2006,0
16220,-1629,3300,16200,17,2006,789
5666,-2308,6600,5657,6,2006,0
20620,-1035,3300,19720,21,2006,1261
23660,-7046,9900,23720,21,2006,623
21010,-3751,6600,20930,21,2006,688
